index,location,Lat,Lon,USA
7578,"Oakland, California",37.8043514,-122.2711639,1
7579,"New Brunswick, NJ",40.4862157,-74.4518188,1
7580,Bangkok e Kuala Lumpur,13.7563309,100.5017651,0
7581,Hamilton,37.9426096,-96.195132,1
7582,Everywhere.,,,
7583,"Dungarvan, waterford",52.0936763,-7.6203627,0
7584,"Longridge, UK, 01772 595375",53.831915,-2.598802,0
7585,22 Acacia Avenue  HELL,,,
7586,Ballard seattle,47.6792172,-122.3860312,1
7587,Zion,37.2982022,-113.0263005,1
7588,Raising Cane in #Missouri ;)b,38.590943,-90.294084,1
7589,"Small Town Texas, USA.",32.7451268,-95.8519096,1
7590,Restaurant @t.e.o.t. Universe,,,
7591,"Medina, OH",41.143245,-81.8552196,1
7592,"West Los Angeles, CA",34.0412085,-118.442596,1
7593,"Philadelphia, Pennsylvania",39.9525839,-75.1652215,1
7594,#BidenHarris2020♥️🇺🇸♥️,,,
7595,"Mechanicsville, VA",37.6087561,-77.3733139,1
7596,Santa Monica & Worldwide,33.9998481,-118.4831345,1
7597,Mississippi ,32.3546679,-89.3985283,1
7598,Vasant vihar Dcp office ,28.5580056,77.169102,0
7599,Andromeda California,33.1821832,-117.3132827,1
7600,"Williamsburg, Ohio",39.0542311,-84.0529886,1
7601,"Barossa, Australia",-34.5333333,138.95,0
7602,On a trail,,,
7603,Valrico,27.9462615,-82.2420317,1
7604,Florida  ,27.6648274,-81.5157535,1
7605,Trumplandia,,,
7606,"Carbondale, IL",37.7272727,-89.2167501,1
7607,Central AL✈NW IN raised 🇺🇸,34.2248222,-87.0091742,1
7608,"ÜT: 43.412836,-79.784178",30.2849185,-97.7340567,1
7609,"Pawnee, Indiana",39.5919575,-89.5809558,1
7610,"Kampala,Uganda,East Africa",0.3475964,32.5825197,0
7611,"Mars University, Mars",35.8265111,-82.5520419,1
7612,"Vista Drive SE, Medicine Hat",49.9929313,-110.6789798,0
7613,"Soquel, CA",36.9880057,-121.9566267,1
7614,Where the West Begins,,,
7615,"Richland, NJ, USA",39.4914737,-74.8706048,1
7616,"Downey, CA",33.9401088,-118.1331593,1
7617,"Cape Cod,MA",41.6687897,-70.2962408,1
7618,#SarsCov2 #quarantine,,,
7619,Bethselamin ,,,
7620,Utah ,39.3209801,-111.0937311,1
7621,"Wiesbaden, Germany",50.0782184,8.2397608,0
7622,#VoteByMail🌊🌊🌊🌊🌊🌊🌊,,,
7623,Sunny Imperial Beach CA,32.5832949,-117.1183989,1
7624,Nars,29.742298,-95.453698,1
7625,"Lower Atmosphere, Earth",,,
7626,"Murrieta, Ca. USA",33.5539143,-117.2139232,1
7627,Belgium 🇧🇪🇪🇺,,,
7628,DHOLPUR,26.6965521,77.8907576,0
7629,"42 Grifball Ct. Halo 5 ,Micros",,,
7630,you will find me in your heart,,,
7631,"Midlands, UK",,,
7632,Kiel,54.3232927,10.1227651,0
7633,dead empire terf island,,,
7634,Delhi,28.7040592,77.1024902,0
7635,"Greenwich, London",51.4933675,0.0098214,0
7636,Somewhere in the Universe,,,
7637,😔😙✌🏼,,,
7638,"Canterbury, England",51.280233,1.0789089,0
7639,Wilson's Foul Domain,,,
7640,My imagination,33.5512629,-117.2106288,1
7641,Bruxelles,50.8503396,4.3517103,0
7642,Wiltshire,51.3491996,-1.9927105,0
7643, Rwanda 🇷🇼,-1.940278,29.873888,0
7644,"Αthens, Greece🦋",37.9838096,23.7275388,0
7645,Picrew icon by arideo (tumblr),,,
7646,aus de Palz,,,
7647,#En algun Lugar de Jaen 🇳🇬,37.7795941,-3.7849057,0
7648,Wash DC,38.9071923,-77.0368707,1
7649,"Tehran, Iran",35.6891975,51.3889736,0
7650,"Köniz, Schweiz",46.925634,7.4167206,0
7651,Greater Belfast,54.5734928,-5.9435783,0
7652,"Italia Verona, Mantova",45.1586203,10.783274,0
7653,Tanzania,-6.369028,34.888822,0
7654,I'm a citizen of the world...,,,
7655,Kent,41.1455594,-81.3392883,1
7656,கல்லை நகரம்,,,
7657,"Northeast Texas, USA",32.4990747,-94.7509794,1
7658,"Trincomalee , Sri Lanka",8.5873638,81.2152121,0
7659,Every where you go,,,
7660,Nowhere you want to be,,,
7661,🇪🇺🇪🇺Sur 🌟 🇪🇺🇪🇺,,,
7662,With my mama,35.1399136,-89.9185087,1
7663,"MNL, Philippines",14.5995124,120.9842195,0
7664,Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,52.1306607,-3.7837117,0
7665,Martha's Vineyard & California,38.3047222,-122.2988889,1
7666,Norn Iron ,,,
7667,BLN | derzeit Brandenburg,52.9277,12.81149,0
7668,"Royal Tunbridge Wells, England",51.132377,0.263695,0
7669,"Image Paintings Plus, Airdrie",51.2981917,-114.0405325,0
7670,ku isi,38.9543439,-95.2557961,1
7671,"Carinthia, Austria",46.722203,14.1805882,0
7672,Chicago + everywhere,41.8761715,-87.6290912,1
7673,The Philippines,12.879721,121.774017,0
7674,New York i Warszawa,52.2301084,21.0026871,0
7675,UK/ Reino Unido ,55.378051,-3.435973,0
7676,"ATHENS, GR",37.9838096,23.7275388,0
7677,Mu gitebo cya Shanel,,,
7678,Blue in a red county ,,,
7679,earth-Boston/ emerson college ,42.3521877,-71.0656359,1
7680,Edinburgh & Glasgow,55.8624657,-4.2511563,0
7681,"Fish Hawk, FL",27.850582,-82.2109229,1
7682,NY displaced from Oakland,40.7127753,-74.0059728,1
7683,Leipzig Sachsen Germany,51.3396955,12.3730747,0
7684,Bristol/London,51.4566524,-2.6077249,0
7685,Soros Garret,,,
7686,Glasgow and Sheffield,55.864237,-4.251806,0
7687,"Newcastle Upon Tyne, England",54.978252,-1.61778,0
7688,Thessaloniki,40.6400629,22.9444191,0
7689,Grater Accra_Madina 🇬🇭,5.6731273,-0.1663851,0
7690,Coimbatore,11.0168445,76.9558321,0
7691,"Tenafly, NJ",40.9253766,-73.9629154,1
7692,"La Mesa, CA, USA",32.7678287,-117.0230839,1
7693,world,36.1539816,-95.992775,1
7694,"Sullivan, NY",41.6897493,-74.7805192,1
7695,BKLN | PHL | YYZ | SHJ | HYD,39.8743959,-75.2424229,1
7696,"Atlantic City, by way of NYC",39.3642834,-74.4229266,1
7697,"Moscow, Russia",55.755826,37.6172999,0
7698,In my room...,29.9474548,-90.0679501,1
7699,IO * 9TEEN * THEY%HE,,,
7700,Townsville QLD Australia,-19.2589635,146.8169483,0
7701,"Lehigh Valley, Pennsylvania",40.5833639,-75.5043761,1
7702,Delaware,38.9108325,-75.5276699,1
7703,"León, Spain",42.5987263,-5.5670959,0
7704,"Ft. Lauderdale, FL",26.1224386,-80.1373174,1
7705,"Canyon, TX",34.9803342,-101.9188024,1
7706,The Jersey Cape ,38.9351125,-74.9060053,1
7707,République du Rwanda,-1.940278,29.873888,0
7708,"Lethbridge, AB",49.6955856,-112.8451364,0
7709,Blue Donor State,,,
7710,nyc l maine,40.7127753,-74.0059728,1
7711,Turtle Island,36.1811165,-81.5739799,1
7712,"Canary Wharf, London",51.5054306,-0.0235333,0
7713,"Colorado Springs, CO.",38.8338816,-104.8213634,1
7714,Mu #Rwanda_RwaGasabo,,,
7715,"Hamburg, Germany",53.5510846,9.9936819,0
7716,🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,,,
7717,Berkeley and Emeryville CA,37.8395028,-122.2892278,1
7718,"Chicago, IL and Washington DC",41.897972,-87.6266328,1
7719,"Middletown, NJ",40.3927801,-74.0998179,1
7720,"ÜT: 34.052528,-118.374706",30.2849185,-97.7340567,1
7721,"Calgary, AB",51.0447331,-114.0718831,0
7722,"Boston, MA     Technygal Blog",42.3600825,-71.0588801,1
7723,Newcastle upon Tyne. UK,54.978252,-1.61778,0
7724,"Triangle, NC",35.8999366,-78.9061882,1
7725,"Current mission: support health care Units in Middle East, Africa and South East Asia.",29.2985278,42.5509603,0
7726,southern Colorado,38.895014,-104.759417,1
7727,On a rock in galactic mess!!,,,
7728,"Kennesaw, GA",34.0234337,-84.6154897,1
7729,California! & Nebraska! USA,36.778261,-119.4179324,1
7730,"Walnut Creek, CA",37.9100783,-122.0651819,1
7731,"Germany, mostly",51.165691,10.451526,0
7732,"Torrelavega, España",43.3488503,-4.0501505,0
7733,"Hopkinsville, KY",36.8656008,-87.4886186,1
7734,"Coyne’s Gastropub, Kilkerrin",53.3223322,-9.7370096,0
7735,Turn off Notifications! Boom!,,,
7736,USA citizen in Costa Rica,9.9426465,-84.1241732,0
7737,Greater Philadelphia Area,39.9491834,-75.1647772,1
7738,Hell...still cooler than TX,31.9685988,-99.9018131,1
7739,"Ingleside, TX",27.8778026,-97.211657,1
7740,"Bakersfield, CA USA",35.3732921,-119.0187125,1
7741,S A V A N N A H,32.0808989,-81.091203,1
7742,"Cambridge, England",52.205337,0.121817,0
7743,"Arlington, Virginia",38.8816208,-77.0909809,1
7744,"Dunwoody, Georgia",33.9462125,-84.3346473,1
7745,"Edgbaston, Birmingham",52.4608009,-1.914995,0
7746,"ÜT: 34.10437,-118.31638",30.2849185,-97.7340567,1
7747,Noś maseczkę! 😷,,,
7748,"Bellary, India",15.1393932,76.9214428,0
7749,🇺🇸🌎 UNIVERSAL,28.4538786,-81.4644812,1
7750, ❤️,,,
7751,"Atlanta,Ga",33.7489954,-84.3879824,1
7752,"Northern California, USA",38.8375215,-120.8958242,1
7753,The Empire,40.7714959,-73.9826673,1
7754,"Punjab, Pakistan🇵🇰",31.1704063,72.7097161,0
7755,"Lichfield, Staffordshire ",52.681602,-1.831672,0
7756,Nunya,33.4933744,-112.2197937,1
7757,Atlanta/New York USA,42.5542347,-77.4724875,1
7758,Tokyo Japan,35.6761919,139.6503106,0
7759,Palo Santo,35.4634487,-97.5329378,1
7760,🏡🇨🇦,,,
7761,"Central Valley, Fresno, CA",36.8049316,-119.8598565,1
7762,"Los Olivos & San Francisco, CA",37.7873445,-122.4185035,1
7763,"Hogwarts, Hufflepuff House",,,
7764,"Plano, Texas",33.0198431,-96.6988856,1
7765,"Rochester, Michigan, USA",42.680588,-83.1338214,1
7766,MD Anderson Cancer Center,29.7068146,-95.3971547,1
7767,The Wild Wild West & Beyond!,,,
7768,Magyarország,47.162494,19.5033041,0
7769,don't be nosey so 😂😂😂,,,
7770,The Great State of Maine,43.8922586,-69.9298194,1
7771,"Gatineau, Quebec",45.4765446,-75.7012723,0
7772,53 Miles West of Venus,,,
7773,"ÜT: 40.060366,-75.170116",30.2849185,-97.7340567,1
7774,Earth...Detroit 🦑🏒,42.331427,-83.0457538,1
7775,"Derry, Northern Ireland",54.9966124,-7.3085748,0
7776,NCC-1701,,,
7777,Urine Town,,,
7778,Wangland,,,
7779,"Port Washington, NY",40.8256561,-73.6981858,1
7780,All are welcome in Indy! 💖,39.768403,-86.158068,1
7781,N,37.09024,-95.712891,1
7782,My basement,39.8734032,-85.9178514,1
7783,写真家,,,
7784,Belfast,54.597285,-5.93012,0
7785,"Dublin , Ireland 🍀",53.3498053,-6.2603097,0
7786,Home (Shrops) & work in Europe,52.7063657,-2.7417849,0
7787,usually Los Angeles.,34.0522342,-118.2436849,1
7788,"Denton, TX",33.2148412,-97.1330683,1
7789,Outer Limits,42.907229,-78.7877169,1
7790,43 Lampkin Lane,,,
7791,Northern Illinois,41.934233,-88.774069,1
7792,Augsburg & Hamburg ,48.3656946,10.8862436,0
7793,"Mechanicsburg, PA",40.2132692,-77.0080309,1
7794,"Philadelphia, Pa.",39.9525839,-75.1652215,1
7795,Acheron Fossae,,,
7796,"Into The Badlands, Canada",,,
7797,The Pond,30.3789961,-97.7301073,1
7798,"Astoria, OR",46.1878841,-123.8312534,1
7799,GTA,,,
7800,"USA~""True Blue"" In AZ! ",33.3769983,-111.9453968,1
7801,GeeksResist HQ-Wakanda Forever,,,
7802,"Washington State, USA",47.7510741,-120.7401385,1
7803,Boston and New York City,40.7526323,-74.0014227,1
7804,Lockdown Bunker,,,
7805,"Peoria, IL",40.6936488,-89.5889864,1
7806,"Green Bay, Wisconsin",44.5133188,-88.0132958,1
7807,Warning: I don't follow back,,,
7808,Texas State University,29.888411,-97.938351,1
7809,Cyclades,37.1548247,25.0687356,0
7810,"ÜT: 29.33958,47.966174",30.2849185,-97.7340567,1
7811,"Clearfield, Pennsylvania",41.0272796,-78.4391876,1
7812,"Olean, NY",42.083639,-78.429927,1
7813,Norge,60.472024,8.468946,0
7814,Baltimore ,39.2903848,-76.6121893,1
7815,"Here, there, everywhere!",40.7562081,-74.6719486,1
7816,"East Bay, California",37.8271784,-122.2913078,1
7817,Ⱡ☉ꌗᎎ     ,,,
7818,📌 Bergamo Italy ✈🚗 world ,45.6982642,9.6772698,0
7819,philly,39.9525839,-75.1652215,1
7820,"North Salt Lake, UT",40.8485564,-111.9068824,1
7821,Auckland,-36.8483048,174.7624886,0
7822,Hell ,42.43472,-83.985,1
7823,CO-IA-NE-AZ-KS-MN-Illinois,41.8780025,-93.097702,1
7824,"The Stratosphere, USA",36.1473845,-115.1566778,1
7825,"Coyoacán, Distrito Federal",19.3486926,-99.1629131,0
7826,bisexual af,,,
7827,Tempe AZ,33.4255104,-111.9400054,1
7828,"i drink tea darling, shipka ♡",,,
7829,Ghana/Canada,49.321116,-123.080625,0
7830,"Sherwood Park, AB",53.5411916,-113.2957355,0
7831,"Elgin, Manitoba",49.443833,-100.269094,0
7832,"USA, 14th Congr. District",34.5878061,-85.1064373,1
7833,NYC/LA!!!!,40.6546286,-74.0016136,1
7834,"Scarsdale, NY",41.0050977,-73.7845768,1
7835,NOYB,,,
7836,Birthday Island,,,
7837,The Emerald Empire,41.084958,-74.0558832,1
7838,LOS ANGELES,34.0522342,-118.2436849,1
7839,New Brunswick,46.5653163,-66.4619164,0
7840,"Lyngby-Taarbæk, Danmark",55.7841732,12.5113741,0
7841,Let Me Off Uptown,,,
7842,"Hamilton, Ontario",43.2557206,-79.8711024,0
7843,AB,36.1212915,-97.058831,1
7844,Delaware ,38.9108325,-75.5276699,1
7845,"Tokyo,Japan",35.6761919,139.6503106,0
7846,Mountain View CA,37.3860517,-122.0838511,1
7847,Ex Brigantia. 🇨🇦,,,
7848,Arizona’s Sonoran Desert 🌵😎,32.2480009,-112.9161399,1
7849,"East Lansing, MI",42.7369792,-84.4838654,1
7850,Red State Oklahoma ,35.4721918,-97.513814,1
7851,"Flint, MI",43.0125274,-83.6874562,1
7852,"Buena Park, CA",33.8674044,-117.9981387,1
7853,"Seattle, WA USA",47.6062095,-122.3320708,1
7854,Earth 🌍 🇫🇷 🇩🇪 🇬🇧 🇮🇪 ,,,
7855,Deep Blue Bankrupt #CT,41.6032207,-73.087749,1
7856,"Limerick, Ireland",52.6638367,-8.6267343,0
7857,#WearAMask 😷 NC,35.7595731,-79.0192997,1
7858,Green Bay WI,44.5133188,-88.0132958,1
7859,"Lee's Summit, MO",38.9108408,-94.3821724,1
7860,City of Champions,33.951837,-118.3248631,1
7861,Nomad 🥘,40.7446072,-73.9874105,1
7862,"Yay Area, California ",37.8271784,-122.2913078,1
7863,"Lake Forest, CA",33.6469437,-117.6861023,1
7864,"Rockville, MD",39.0839973,-77.1527578,1
7865,Garden City/W & NW Boise,43.6827672,-116.2940608,1
7866,"Lyons, Iowa ",41.8672509,-90.1862381,1
7867,"Lynnwood, WA",47.8209301,-122.3151314,1
7868,North of 49 parallel,,,
7869,Palm Springs | Miami,33.8302961,-116.5452921,1
7870,"Columbus, GA",32.4609764,-84.9877094,1
7871,Balt/Wash DC corridor,39.2903848,-76.6121893,1
7872,"218-38 98th Ave, Queens, NY",40.7161989,-73.7364047,1
7873,"The Southiest South, USA",37.09024,-95.712891,1
7874,"Finleyville, PA",40.2522922,-80.0028294,1
7875,Sunny Florida,27.9636982,-82.4138927,1
7876,"Farmington, MN",44.6402434,-93.1435497,1
7877,In the Heart of God,39.036647,-94.437579,1
7878,"Beacon, NY",41.5048158,-73.9695832,1
7879,"Canada, UK, Guyana 🌎",,,
7880,*At Home*,37.6830753,-97.2522143,1
7881,"Trump Free Zone, AZ",33.4483771,-112.0740373,1
7882,'Merica,,,
7883,"Tonawanda, NY",42.989131,-78.8722341,1
7884,"Portland, Oregon, USA",45.5051064,-122.6750261,1
7885,Las Vegas Nevada,36.1699412,-115.1398296,1
7886,"Wien, Österreich",48.2081743,16.3738189,0
7887,commonly found in NC,35.7918881,-78.647229,1
7888,knee deep in milf puss ,,,
7889,"R'lyeh
",,,
7890,"Woodside, NY",40.7532952,-73.9068973,1
7891,"Timaru District, New Zealand",-44.139673,171.2518833,0
7892,Salt Lake City,40.7607793,-111.8910474,1
7893,Doing Just Fine,,,
7894,"Bhubaneswar, Odisha",20.2960587,85.8245398,0
7895,Athens Greece,37.9838096,23.7275388,0
7896,"Ashland, OR",42.1945758,-122.7094767,1
7897,All Around The World,28.0910625,-80.5674759,1
7898,"New South Wales, Australia",-31.2532183,146.921099,0
7899,Lost in space,,,
7900,"Lincoln, CA",38.891565,-121.2930079,1
7901,My heart ,38.93996,-94.376414,1
7902,"National Capital Region, Repub",14.6090537,121.0222565,0
7903,SATX  USA  Central Time Zone,29.4241219,-98.4936282,1
7904,"Wigan, England",53.5450645,-2.6325074,0
7905,"Regina, Saskatchewan ",50.4452112,-104.6188943,0
7906,"Brooklyn, New York",40.6781784,-73.9441579,1
7907,sokoto,13.0058731,5.2475518,0
7908,"Chamba Himachal Pradesh, India",32.5533633,76.1258083,0
7909,#JerseyGirl,40.8972803,-74.5057011,1
7910,North Kansas City,39.1429081,-94.5729781,1
7911,Berkshire,51.4669939,-1.1853677,0
7912,"Koraput, India",18.813487,82.7123327,0
7913,Quarantine.,47.443882,-122.302075,1
7914,Tenerife,28.2915637,-16.6291304,0
7915,"Amarillo, TX",35.2219971,-101.8312969,1
7916,🇺🇸 Already GREAT B4 Trump,,,
7917,Dickes B.,,,
7918,"Lodi, Lombardia,italia",45.3097228,9.503716,0
7919,"Mariara, Carabobo, Venezuela",10.2891838,-67.719871,0
7920,"Virginia, USA ",37.4315734,-78.6568942,1
7921,"Eldoret, Kenya",0.5142775,35.2697802,0
7922,Europe/Arabia/World,29.2985278,42.5509603,0
7923,"Tampa Bay, Florida",27.763383,-82.5436722,0
7924,"Ventura, CA",34.2804923,-119.2945199,1
7925,"ملتان, پاکستان",30.157458,71.5249154,0
7926,"Washington, DC, USA",38.9071923,-77.0368707,1
7927,The Planet Earth,37.8319751,-97.3756617,1
7928,Redcar,54.5974636,-1.0779515,0
7929,TRENCH ,,,
7930,Arles #woo,43.676647,4.6277769,0
7931,"Zug, Switzerland",47.1661672,8.5154946,0
7932,JAIPUR,36.248194,-94.130313,1
7933,"Bangor, PA",40.8656515,-75.2065676,1
7934,ttot™️,,,
7935,The Keep ,40.708284,-73.919638,1
7936,kattoor,10.3731481,76.1667807,0
7937,Kenya,-0.023559,37.906193,0
7938,Sacramento CALIFORNIA 95825,38.5890819,-121.4084731,1
7939,"Norfolk, Nebraska",42.0327234,-97.4137553,1
7940,Somewhere in the middle.,41.7007282,-93.4626744,1
7941,"Cleveland,OH",41.49932,-81.6943605,1
7942, Massachusetts USA,42.4072107,-71.3824374,1
7943,"Acton, MA",42.4850931,-71.43284,1
7944,"Haines City, FL",28.1141841,-81.6178536,1
7945,"New Paltz, NY",41.7475933,-74.0868095,1
7946,#yxe,52.1745886,-106.7004823,0
7947,"Chevella, Ranga Reddy District",17.3123703,78.138541,0
7948,мордор,,,
7949,#Cyberabad #Hyderabad #India ,17.4434646,78.3771953,0
7950,Muskoka,45.1841122,-79.4084652,0
7951,Staying Home,38.6394067,-94.3684039,1
7952,Secret Garden,39.0879388,-94.4474462,1
7953,Elmina City,3.2100498,101.5034295,0
7954,"🌐 Dubai, Islamabad, Pakpattan",25.2048493,55.2707828,0
7955,Venice,45.4408474,12.3155151,0
7956,"Cape Girardeau, MO",37.3058839,-89.5181476,1
7957,LAX,33.9415889,-118.40853,1
7958,"ÜT: 40.746468,-74.004728",30.2849185,-97.7340567,1
7959,CHANDIGARH,30.7333148,76.7794179,0
7960,Toronto / Los Angeles ,43.6671611,-79.3879283,0
7961,"Bend, Oregon / Mt. Bachelor",44.0330026,-121.3364154,1
7962,Chahta Nation,33.9989133,-96.3927585,1
7963,"📍Jacksonville, FL",30.3321838,-81.655651,1
7964,Up in the Air...,29.8415197,-95.4354261,1
7965,"Barrington, RI",41.7406798,-71.308609,1
7966,"West Virginia, USA",38.5976262,-80.4549026,1
7967,God's Green Earth,36.389438,-86.443594,1
7968,"Grimes, IA",41.6883646,-93.7925199,1
7969,In a coffee cup,35.9776607,-114.8379609,1
7970,🌺  Universe  🇫🇷 🇺🇸  🌺,,,
7971,the T-Dot,43.653226,-79.3831843,0
7972,"Gandhinagar, Gujarat ,India.",23.2156354,72.6369415,0
7973,"UK, USA, O Can-a-da!!",,,
7974,the land o' the Cherokee ,36.336514,-94.8935627,1
7975,"Prince Edward Island, Canada",46.510712,-63.4168136,0
7976,"Cordova, Tennessee",35.1598391,-89.761545,1
7977,Beyond The Blue 🌎♌,,,
7978,"Dartmouth, NS  Canada",44.6660885,-63.5675631,0
7979,"Ireland, once was a #Londoner",53.1423672,-7.6920536,0
7980,On the pursit of happy-ness ,,,
7981,The City of Brotherly Love,39.9525839,-75.1652215,1
7982,Budleigh Salterton,50.630998,-3.320214,0
7983,"Wisconsin, US",43.7844397,-88.7878678,1
7984,Alberta - Treaty 7,51.0471522,-114.0651671,0
7985,"Houston, TX, USA",29.7604267,-95.3698028,1
7986,Tinseltown +17 hours,33.4782662,-84.4446764,1
7987,yeg ,53.3054374,-113.5773808,0
7988,L.A.,34.0522342,-118.2436849,1
7989,🇲🇽/🇺🇸 🌎 ,,,
7990,"Sydney, NS",46.1367899,-60.194224,0
7991,"Trump Tower, NYC, NY",40.7624284,-73.973794,1
7992,Anegada,18.7272441,-64.3430892,0
7993,"Marin ,CA",38.083403,-122.7633036,1
7994,West Coast ,62.4113634,-149.0729714,1
7995,"Bucureşti, România",44.4267674,26.1025384,0
7996,"On diverse inclusive culture, ",,,
7997,The Netherlands 🇳🇱,,,
7998,Mountain Love ,40.0495933,-105.0472254,1
7999,gotham,40.7596523,-73.9823296,1
8000," Ottawa, Canada 🍁",45.4215296,-75.6971931,0
8001,somewhere left of center,,,
8002,Resisting in Tampa Bay!,27.763383,-82.5436722,0
8003,"Crosby, England",53.4892924,-3.0462309,0
8004,Derry Ireland,54.9966124,-7.3085748,0
8005,"Cambridge, Ontario, Canada",43.3616211,-80.3144276,0
8006,"Budapest, Magyarország",47.497912,19.040235,0
8007,Where The Day Takes Me 🇵🇷,,,
8008,"Lincoln, NE",40.813616,-96.7025955,1
8009,"Baraboo, WI",43.4710944,-89.7442906,1
8010,U.S.🇺🇸🌻,,,
8011,Chicago (Lincoln Park),41.9254701,-87.6487783,1
8012,"New Bern, NC",35.108493,-77.0441143,1
8013,Gundungarra land,,,
8014,"Santa Barbara, California ",34.4208305,-119.6981901,1
8015,ireland,53.1423672,-7.6920536,0
8016,"Agoura Hills, CA",34.1533395,-118.7616764,1
8017,"Leicester, UK",52.6368778,-1.1397592,0
8018,For God and Country,36.6422957,-93.2524697,1
8019,TX.TN.,31.9565572,-94.3182551,1
8020,new york state,43.2994285,-74.2179326,1
